Model,File Name,Row_0%,Row_1%,Row_2%,Col_0%,Col_1%,Col_2%
gpt-4o,temp_demographic_0257.csv,13.33,73.33,13.33,33.33,20,46.67
gpt-4o,temp_demographic_0258.csv,26.67,40,33.33,26.67,46.67,26.67
gpt-4o,temp_demographic_0259.csv,20,33.33,46.67,40,20,40
gpt-4o,temp_demographic_0260.csv,60,26.67,13.33,20,20,60
gpt-4o,temp_demographic_0261.csv,33.33,40,26.67,53.33,33.33,13.33
gpt-4o,temp_demographic_0262.csv,26.67,53.33,20,20,46.67,33.33
gpt-4o,temp_demographic_0263.csv,26.67,46.67,26.67,13.33,46.67,40
gpt-4o,temp_demographic_0264.csv,26.67,40,33.33,26.67,40,33.33
gpt-4o,temp_demographic_0265.csv,20,60,20,13.33,53.33,33.33
gpt-4o,temp_demographic_0266.csv,26.67,40,33.33,13.33,66.67,20
gpt-4o,temp_demographic_0267.csv,26.67,46.67,26.67,13.33,80,6.67
gpt-4o,temp_demographic_0268.csv,26.67,46.67,26.67,13.33,80,6.67
gpt-4o,temp_demographic_0269.csv,13.33,40,46.67,33.33,53.33,13.33
gpt-4o,temp_demographic_0270.csv,13.33,53.33,33.33,26.67,46.67,26.67
gpt-4o,temp_demographic_0271.csv,13.33,40,46.67,46.67,33.33,20
gpt-4o,temp_demographic_0272.csv,6.67,66.67,26.67,20,20,60
gpt-4o,temp_demographic_0273.csv,6.67,46.67,46.67,33.33,40,26.67
gpt-4o,temp_demographic_0274.csv,6.67,73.33,20,13.33,60,26.67
gpt-4o,temp_demographic_0275.csv,13.33,53.33,33.33,33.33,26.67,40
gpt-4o,temp_demographic_0276.csv,20,66.67,13.33,26.67,66.67,6.67
gpt-4o,temp_demographic_0277.csv,13.33,53.33,33.33,33.33,60,6.67
gpt-4o,temp_demographic_0278.csv,20,40,40,26.67,26.67,46.67
gpt-4o,temp_demographic_0279.csv,0,46.67,53.33,20,53.33,26.67
gpt-4o,temp_demographic_0280.csv,20,33.33,46.67,20,46.67,33.33
gpt-4o,temp_demographic_0281.csv,33.33,53.33,13.33,6.67,46.67,46.67
gpt-4o,temp_demographic_0282.csv,26.67,53.33,20,13.33,80,6.67
gpt-4o,temp_demographic_0283.csv,20,53.33,26.67,26.67,33.33,40
gpt-4o,temp_demographic_0284.csv,33.33,40,26.67,13.33,53.33,33.33
gpt-4o,temp_demographic_0285.csv,6.67,40,53.33,13.33,46.67,40
gpt-4o,temp_demographic_0286.csv,33.33,40,26.67,20,46.67,33.33
gpt-4o,temp_demographic_0287.csv,6.67,80,13.33,20,60,20
gpt-4o,temp_demographic_0288.csv,46.67,33.33,20,20,26.67,53.33
gpt-4o,temp_demographic_0289.csv,26.67,60,13.33,20,46.67,33.33
gpt-4o,temp_demographic_0290.csv,26.67,53.33,20,20,60,20
gpt-4o,temp_demographic_0291.csv,6.67,46.67,46.67,40,40,20
gpt-4o,temp_demographic_0292.csv,26.67,33.33,40,33.33,26.67,40
gpt-4o,temp_demographic_0293.csv,13.33,46.67,40,40,53.33,6.67
gpt-4o,temp_demographic_0294.csv,13.33,60,26.67,40,46.67,13.33
gpt-4o,temp_demographic_0295.csv,40,40,20,33.33,46.67,20
gpt-4o,temp_demographic_0296.csv,26.67,33.33,40,26.67,40,33.33
gpt-4o,temp_demographic_0297.csv,33.33,33.33,33.33,20,33.33,46.67
gpt-4o,temp_demographic_0298.csv,13.33,80,6.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0299.csv,33.33,53.33,13.33,6.67,80,13.33
gpt-4o,temp_demographic_0300.csv,20,46.67,33.33,20,53.33,26.67
gpt-4o,temp_demographic_0301.csv,13.33,40,46.67,26.67,46.67,26.67
gpt-4o,temp_demographic_0302.csv,13.33,53.33,33.33,13.33,60,26.67
gpt-4o,temp_demographic_0303.csv,6.67,40,53.33,6.67,73.33,20
gpt-4o,temp_demographic_0304.csv,20,33.33,46.67,20,33.33,46.67
gpt-4o,temp_demographic_0305.csv,26.67,46.67,26.67,40,26.67,33.33
gpt-o1,temp_demographic_0001.csv,73.33,26.67,0,73.33,20,6.67
gpt-o1,temp_demographic_0002.csv,46.67,13.33,40,86.67,6.67,6.67
gpt-o1,temp_demographic_0003.csv,73.33,13.33,13.33,80,13.33,6.67
gpt-o1,temp_demographic_0004.csv,73.33,13.33,13.33,60,6.67,33.33
gpt-o1,temp_demographic_0005.csv,80,13.33,6.67,93.33,6.67,0
gpt-o1,temp_demographic_0006.csv,53.33,33.33,13.33,80,6.67,13.33
gpt-o1,temp_demographic_0007.csv,40,20,40,46.67,6.67,46.67
gpt-o1,temp_demographic_0008.csv,60,13.33,26.67,73.33,6.67,20
gpt-o1,temp_demographic_0009.csv,58.33,8.33,33.33,66.67,33.33,0
gpt-o1,temp_demographic_0010.csv,76.92,15.38,7.69,84.62,15.38,0
gpt-o1,temp_demographic_0011.csv,61.54,23.08,15.38,92.31,7.69,0
gpt-o1,temp_demographic_0012.csv,66.67,26.67,6.67,93.33,6.67,0
gpt-o1,temp_demographic_0013.csv,66.67,20,13.33,66.67,33.33,0
gpt-o1,temp_demographic_0014.csv,72.73,9.09,18.18,63.64,18.18,18.18
gpt-o1,temp_demographic_0015.csv,41.67,8.33,50,83.33,8.33,8.33
gpt-o1,temp_demographic_0016.csv,76.92,0,23.08,84.62,0,15.38
gpt-o1,temp_demographic_0017.csv,66.67,16.67,16.67,66.67,33.33,0
gpt-o1,temp_demographic_0018.csv,73.33,26.67,0,73.33,13.33,13.33
gpt-o1,temp_demographic_0019.csv,75,16.67,8.33,75,8.33,16.67
gpt-o1,temp_demographic_0020.csv,77.78,11.11,11.11,77.78,22.22,0
gpt-o1,temp_demographic_0021.csv,71.43,21.43,7.14,78.57,21.43,0
gpt-o1,temp_demographic_0022.csv,83.33,8.33,8.33,58.33,25,16.67
gpt-o1,temp_demographic_0023.csv,86.67,13.33,0,60,20,20
gpt-o1,temp_demographic_0024.csv,83.33,8.33,8.33,83.33,16.67,0
gpt-o1,temp_demographic_0025.csv,44.44,22.22,33.33,55.56,44.44,0
gpt-o1,temp_demographic_0026.csv,69.23,7.69,23.08,92.31,0,7.69
gpt-o1,temp_demographic_0027.csv,92.86,0,7.14,57.14,21.43,21.43
gpt-o1,temp_demographic_0028.csv,64.29,28.57,7.14,57.14,42.86,0
gpt-o1,temp_demographic_0029.csv,90.91,0,9.09,54.55,36.36,9.09
gpt-o1,temp_demographic_0030.csv,78.57,7.14,14.29,85.71,0,14.29
gpt-o1,temp_demographic_0031.csv,46.15,23.08,30.77,61.54,30.77,7.69
gpt-o1,temp_demographic_0032.csv,90,10,0,80,10,10
gpt-o1,temp_demographic_0033.csv,100,0,0,0,66.67,33.33
gpt-o1,temp_demographic_0034.csv,73.33,0,26.67,0,60,40
gpt-o1,temp_demographic_0035.csv,66.67,0,33.33,0,66.67,33.33
gpt-o1,temp_demographic_0036.csv,73.33,0,26.67,0,60,40
gpt-o1,temp_demographic_0037.csv,86.67,0,13.33,0,93.33,6.67
gpt-o1,temp_demographic_0038.csv,93.33,0,6.67,0,66.67,33.33
gpt-o1,temp_demographic_0039.csv,80,0,20,0,53.33,46.67
gpt-o1,temp_demographic_0040.csv,80,6.67,13.33,0,60,40
gpt-o1,temp_demographic_0041.csv,93.33,0,6.67,0,53.33,46.67
gpt-o1,temp_demographic_0042.csv,86.67,0,13.33,0,53.33,46.67
gpt-o1,temp_demographic_0043.csv,66.67,6.67,26.67,0,80,20
gpt-o1,temp_demographic_0044.csv,93.33,0,6.67,6.67,53.33,40
gpt-o1,temp_demographic_0045.csv,73.33,0,26.67,0,60,40
gpt-o1,temp_demographic_0046.csv,86.67,0,13.33,0,66.67,33.33
gpt-o1,temp_demographic_0047.csv,80,0,20,0,66.67,33.33
gpt-o1,temp_demographic_0048.csv,80,0,20,0,73.33,26.67
gpt-o1,temp_demographic_0049.csv,73.33,13.33,13.33,0,73.33,26.67
gpt-o1,temp_demographic_0050.csv,93.33,0,6.67,0,66.67,33.33
gpt-o1,temp_demographic_0051.csv,93.33,6.67,0,0,66.67,33.33
gpt-o1,temp_demographic_0052.csv,93.33,0,6.67,0,73.33,26.67
gpt-o1,temp_demographic_0053.csv,100,0,0,0,73.33,26.67
gpt-o1,temp_demographic_0054.csv,73.33,0,26.67,0,73.33,26.67
gpt-o1,temp_demographic_0055.csv,73.33,0,26.67,0,80,20
gpt-o1,temp_demographic_0056.csv,93.33,0,6.67,0,80,20
gpt-o1,temp_demographic_0057.csv,100,0,0,6.67,53.33,40
gpt-o1,temp_demographic_0058.csv,73.33,0,26.67,6.67,66.67,26.67
gpt-o1,temp_demographic_0059.csv,100,0,0,0,80,20
gpt-o1,temp_demographic_0060.csv,93.33,0,6.67,0,53.33,46.67
gpt-o1,temp_demographic_0061.csv,86.67,0,13.33,0,86.67,13.33
gpt-o1,temp_demographic_0062.csv,86.67,0,13.33,6.67,66.67,26.67
gpt-o1,temp_demographic_0063.csv,60,0,40,0,73.33,26.67
gpt-o1,temp_demographic_0064.csv,73.33,0,26.67,6.67,66.67,26.67
gpt-o1,temp_demographic_0065.csv,73.33,0,26.67,0,60,40
gpt-o1,temp_demographic_0066.csv,80,6.67,13.33,0,60,40
gpt-o1,temp_demographic_0067.csv,53.33,6.67,40,0,93.33,6.67
gpt-o1,temp_demographic_0068.csv,60,6.67,33.33,0,60,40
gpt-o1,temp_demographic_0069.csv,80,6.67,13.33,0,60,40
gpt-o1,temp_demographic_0070.csv,80,0,20,0,53.33,46.67
gpt-o1,temp_demographic_0071.csv,73.33,0,26.67,0,46.67,53.33
gpt-o1,temp_demographic_0072.csv,66.67,13.33,20,0,80,20
gpt-o1,temp_demographic_0073.csv,73.33,20,6.67,0,33.33,66.67
gpt-o1,temp_demographic_0074.csv,66.67,0,33.33,0,53.33,46.67
gpt-o1,temp_demographic_0075.csv,80,0,20,0,60,40
gpt-o1,temp_demographic_0076.csv,80,0,20,0,80,20
gpt-o1,temp_demographic_0077.csv,40,6.67,53.33,0,60,40
gpt-o1,temp_demographic_0078.csv,80,0,20,0,73.33,26.67
gpt-o1,temp_demographic_0079.csv,60,0,40,0,73.33,26.67
gpt-o1,temp_demographic_0080.csv,66.67,0,33.33,0,60,40
gpt-o1,temp_demographic_0081.csv,93.33,0,6.67,0,80,20
gpt-o1,temp_demographic_0082.csv,93.33,6.67,0,0,73.33,26.67
gpt-o1,temp_demographic_0083.csv,60,6.67,33.33,0,86.67,13.33
gpt-o1,temp_demographic_0084.csv,93.33,0,6.67,0,73.33,26.67
gpt-o1,temp_demographic_0085.csv,60,6.67,33.33,0,80,20
gpt-o1,temp_demographic_0086.csv,100,0,0,0,53.33,46.67
gpt-o1,temp_demographic_0087.csv,86.67,0,13.33,0,66.67,33.33
gpt-o1,temp_demographic_0088.csv,93.33,0,6.67,0,53.33,46.67
gpt-o1,temp_demographic_0089.csv,73.33,6.67,20,0,86.67,13.33
gpt-o1,temp_demographic_0090.csv,80,0,20,0,86.67,13.33
gpt-o1,temp_demographic_0091.csv,60,13.33,26.67,0,73.33,26.67
gpt-o1,temp_demographic_0092.csv,80,0,20,0,80,20
gpt-o1,temp_demographic_0093.csv,60,0,40,0,60,40
gpt-o1,temp_demographic_0094.csv,86.67,0,13.33,0,86.67,13.33
gpt-o1,temp_demographic_0095.csv,86.67,0,13.33,0,46.67,53.33
gpt-o1,temp_demographic_0096.csv,80,0,20,0,46.67,53.33
gpt-o1,temp_demographic_0097.csv,80,0,20,0,73.33,26.67
gpt-o1,temp_demographic_0098.csv,93.33,0,6.67,0,86.67,13.33
gpt-o1,temp_demographic_0099.csv,73.33,0,26.67,0,80,20
gpt-o1,temp_demographic_0100.csv,86.67,0,13.33,0,66.67,33.33
gpt-o1,temp_demographic_0101.csv,73.33,6.67,20,0,46.67,53.33
gpt-o1,temp_demographic_0102.csv,86.67,0,13.33,0,53.33,46.67
gpt-o1,temp_demographic_0103.csv,80,6.67,13.33,0,73.33,26.67
gpt-o1,temp_demographic_0104.csv,73.33,0,26.67,0,73.33,26.67
gpt-o1,temp_demographic_0105.csv,93.33,0,6.67,0,73.33,26.67
gpt-o3,temp_demographic_0001.csv,6.67,0,93.33,0,40,60
gpt-o3,temp_demographic_0002.csv,6.67,0,93.33,0,40,60
gpt-o3,temp_demographic_0003.csv,6.67,0,93.33,0,53.33,46.67
gpt-o3,temp_demographic_0004.csv,0,0,100,0,66.67,33.33
gpt-o3,temp_demographic_0005.csv,40,33.33,26.67,0,53.33,46.67
gpt-o3,temp_demographic_0006.csv,6.67,6.67,86.67,0,53.33,46.67
gpt-o3,temp_demographic_0007.csv,0,0,100,0,26.67,73.33
gpt-o3,temp_demographic_0008.csv,20,0,80,0,33.33,66.67
gpt-o3,temp_demographic_0009.csv,20,0,80,0,33.33,66.67
gpt-o3,temp_demographic_0010.csv,13.33,6.67,80,0,60,40
gpt-o3,temp_demographic_0011.csv,0,13.33,86.67,0,13.33,86.67
gpt-o3,temp_demographic_0012.csv,6.67,13.33,80,0,53.33,46.67
gpt-o3,temp_demographic_0013.csv,0,13.33,86.67,0,60,40
gpt-o3,temp_demographic_0014.csv,0,0,100,0,66.67,33.33
gpt-o3,temp_demographic_0015.csv,0,6.67,93.33,0,53.33,46.67
gpt-o3,temp_demographic_0016.csv,80,0,20,0,60,40
gpt-o3,temp_demographic_0017.csv,13.33,6.67,80,0,60,40
gpt-o3,temp_demographic_0018.csv,73.33,0,26.67,0,53.33,46.67
gpt-o3,temp_demographic_0019.csv,0,0,100,0,80,20
gpt-o3,temp_demographic_0020.csv,6.67,6.67,86.67,0,60,40
gpt-o3,temp_demographic_0021.csv,0,13.33,86.67,0,53.33,46.67
gpt-o3,temp_demographic_0022.csv,0,0,100,0,40,60
gpt-o3,temp_demographic_0023.csv,0,13.33,86.67,0,20,80
gpt-o3,temp_demographic_0024.csv,0,0,100,0,73.33,26.67
gpt-o3,temp_demographic_0025.csv,0,20,80,0,33.33,66.67
gpt-o3,temp_demographic_0026.csv,6.67,6.67,86.67,0,40,60
gpt-o3,temp_demographic_0027.csv,6.67,0,93.33,0,53.33,46.67
gpt-o3,temp_demographic_0028.csv,46.67,6.67,46.67,0,20,80
gpt-o3,temp_demographic_0029.csv,13.33,6.67,80,0,53.33,46.67
gpt-o3,temp_demographic_0030.csv,66.67,0,33.33,0,46.67,53.33
gpt-o3,temp_demographic_0031.csv,0,6.67,93.33,0,46.67,53.33
gpt-o3,temp_demographic_0032.csv,0,13.33,86.67,0,53.33,46.67
gpt-o3,temp_demographic_0033.csv,13.33,0,86.67,0,40,60
gpt-o3,temp_demographic_0034.csv,40,0,60,0,26.67,73.33
gpt-o3,temp_demographic_0035.csv,6.67,20,73.33,0,26.67,73.33
gpt-o3,temp_demographic_0036.csv,6.67,13.33,80,0,46.67,53.33
gpt-o3,temp_demographic_0037.csv,53.33,6.67,40,0,60,40
gpt-o3,temp_demographic_0038.csv,0,20,80,0,53.33,46.67
gpt-o3,temp_demographic_0039.csv,13.33,0,86.67,0,33.33,66.67
gpt-o3,temp_demographic_0040.csv,0,0,100,0,33.33,66.67
gpt-o3,temp_demographic_0041.csv,0,13.33,86.67,0,46.67,53.33
gpt-o3,temp_demographic_0042.csv,6.67,6.67,86.67,0,60,40
gpt-o3,temp_demographic_0043.csv,13.33,13.33,73.33,0,33.33,66.67
gpt-o3,temp_demographic_0044.csv,93.33,0,6.67,0,73.33,26.67
gpt-o3,temp_demographic_0045.csv,13.33,0,86.67,0,46.67,53.33
gpt-o3,temp_demographic_0046.csv,0,6.67,93.33,0,60,40
gpt-o3,temp_demographic_0047.csv,6.67,13.33,80,0,33.33,66.67
gpt-o3,temp_demographic_0048.csv,0,0,100,0,26.67,73.33
gpt-o3,temp_demographic_0049.csv,0,6.67,93.33,0,73.33,26.67
gpt-o3,temp_demographic_0050.csv,0,0,100,0,60,40
gpt-o3,temp_demographic_0051.csv,0,0,100,0,66.67,33.33
gpt-o3,temp_demographic_0052.csv,6.67,0,93.33,0,66.67,33.33
gpt-o3,temp_demographic_0053.csv,13.33,0,86.67,0,40,60
gpt-o3,temp_demographic_0054.csv,6.67,0,93.33,0,73.33,26.67
gpt-o3,temp_demographic_0055.csv,6.67,6.67,86.67,0,46.67,53.33
gpt-o3,temp_demographic_0056.csv,6.67,6.67,86.67,0,40,60
gpt-o3,temp_demographic_0057.csv,0,0,100,0,33.33,66.67
gpt-o3,temp_demographic_0058.csv,0,20,80,0,40,60
gpt-o3,temp_demographic_0059.csv,13.33,0,86.67,0,13.33,86.67
gpt-o3,temp_demographic_0060.csv,6.67,0,93.33,0,53.33,46.67
gpt-o3,temp_demographic_0061.csv,6.67,13.33,80,0,26.67,73.33
gpt-o3,temp_demographic_0062.csv,40,13.33,46.67,0,60,40
gpt-o3,temp_demographic_0063.csv,60,13.33,26.67,0,60,40
gpt-o3,temp_demographic_0064.csv,0,6.67,93.33,0,33.33,66.67
gpt-o3,temp_demographic_0065.csv,0,0,100,0,33.33,66.67
gpt-o3,temp_demographic_0066.csv,0,20,80,0,40,60
gpt-o3,temp_demographic_0067.csv,6.67,0,93.33,0,33.33,66.67
gpt-o3,temp_demographic_0068.csv,20,0,80,0,60,40
gpt-o3,temp_demographic_0069.csv,13.33,13.33,73.33,0,33.33,66.67
gpt-o3,temp_demographic_0070.csv,6.67,0,93.33,0,66.67,33.33
gpt-o3,temp_demographic_0071.csv,0,0,100,0,46.67,53.33
gpt-o3,temp_demographic_0072.csv,6.67,13.33,80,0,53.33,46.67
gpt-o3,temp_demographic_0073.csv,6.67,0,93.33,0,33.33,66.67
gpt-o3,temp_demographic_0074.csv,6.67,6.67,86.67,0,53.33,46.67
gpt-o3,temp_demographic_0075.csv,0,13.33,86.67,0,40,60
gpt-o3,temp_demographic_0076.csv,26.67,0,73.33,0,60,40
gpt-o3,temp_demographic_0077.csv,0,13.33,86.67,0,40,60
gpt-o3,temp_demographic_0078.csv,0,0,100,0,40,60
gpt-o3,temp_demographic_0079.csv,0,0,100,0,26.67,73.33
gpt-o3,temp_demographic_0080.csv,0,6.67,93.33,0,40,60
gpt-o3,temp_demographic_0081.csv,6.67,0,93.33,0,46.67,53.33
gpt-o3,temp_demographic_0082.csv,6.67,13.33,80,0,46.67,53.33
gpt-o3,temp_demographic_0083.csv,0,20,80,0,26.67,73.33
gpt-o3,temp_demographic_0084.csv,6.67,6.67,86.67,0,33.33,66.67
gpt-o3,temp_demographic_0085.csv,6.67,6.67,86.67,0,40,60
gpt-o3,temp_demographic_0086.csv,13.33,6.67,80,0,73.33,26.67
gpt-o3,temp_demographic_0087.csv,60,6.67,33.33,0,60,40
gpt-o3,temp_demographic_0088.csv,86.67,13.33,0,0,53.33,46.67
gpt-o3,temp_demographic_0089.csv,13.33,6.67,80,0,33.33,66.67
gpt-o3,temp_demographic_0090.csv,0,0,100,0,26.67,73.33
gpt-o3,temp_demographic_0091.csv,0,6.67,93.33,0,40,60
gpt-o3,temp_demographic_0092.csv,13.33,0,86.67,0,66.67,33.33
gpt-o3,temp_demographic_0093.csv,0,6.67,93.33,0,40,60
gpt-o3,temp_demographic_0094.csv,13.33,0,86.67,0,46.67,53.33
gpt-o3,temp_demographic_0095.csv,0,0,100,0,66.67,33.33
gpt-o3,temp_demographic_0096.csv,20,0,80,0,66.67,33.33
gpt-o3,temp_demographic_0097.csv,0,20,80,0,40,60
gpt-o3,temp_demographic_0098.csv,6.67,6.67,86.67,0,40,60
gpt-o3,temp_demographic_0099.csv,0,6.67,93.33,0,33.33,66.67
gpt-o3,temp_demographic_0100.csv,6.67,0,93.33,0,40,60
gpt-o3,temp_demographic_0101.csv,0,13.33,86.67,0,60,40
gpt-o3,temp_demographic_0102.csv,0,0,100,0,60,40
gpt-o3,temp_demographic_0103.csv,20,20,60,0,46.67,53.33
gpt-o3,temp_demographic_0104.csv,0,13.33,86.67,0,46.67,53.33
gpt-o3,temp_demographic_0105.csv,20,0,80,0,46.67,53.33
internlm_internlm2_5-20b-chat,demographic_0001_choices.csv,13.33,53.33,33.33,13.33,33.33,53.33
internlm_internlm2_5-20b-chat,demographic_0002_choices.csv,46.67,26.67,26.67,6.67,53.33,40
internlm_internlm2_5-20b-chat,demographic_0003_choices.csv,21.43,21.43,57.14,7.14,50,42.86
internlm_internlm2_5-20b-chat,demographic_0004_choices.csv,13.33,26.67,60,0,73.33,26.67
internlm_internlm2_5-20b-chat,demographic_0005_choices.csv,15.38,7.69,76.92,15.38,46.15,38.46
internlm_internlm2_5-20b-chat,demographic_0006_choices.csv,14.29,28.57,57.14,14.29,42.86,42.86
internlm_internlm2_5-20b-chat,demographic_0007_choices.csv,21.43,21.43,57.14,0,50,50
internlm_internlm2_5-20b-chat,demographic_0008_choices.csv,14.29,42.86,42.86,14.29,57.14,28.57
internlm_internlm2_5-20b-chat,demographic_0009_choices.csv,38.46,30.77,30.77,7.69,38.46,53.85
internlm_internlm2_5-20b-chat,demographic_0010_choices.csv,15.38,38.46,46.15,7.69,61.54,30.77
internlm_internlm2_5-20b-chat,demographic_0011_choices.csv,13.33,40,46.67,13.33,40,46.67
internlm_internlm2_5-20b-chat,demographic_0012_choices.csv,40,33.33,26.67,0,26.67,73.33
internlm_internlm2_5-20b-chat,demographic_0013_choices.csv,35.71,21.43,42.86,7.14,50,42.86
internlm_internlm2_5-20b-chat,demographic_0014_choices.csv,0,23.08,76.92,7.69,53.85,38.46
internlm_internlm2_5-20b-chat,demographic_0015_choices.csv,41.67,16.67,41.67,25,41.67,33.33
internlm_internlm2_5-20b-chat,demographic_0016_choices.csv,33.33,53.33,13.33,13.33,46.67,40
internlm_internlm2_5-20b-chat,demographic_0017_choices.csv,7.14,71.43,21.43,0,64.29,35.71
internlm_internlm2_5-20b-chat,demographic_0018_choices.csv,26.67,33.33,40,6.67,33.33,60
internlm_internlm2_5-20b-chat,demographic_0019_choices.csv,33.33,26.67,40,0,33.33,66.67
internlm_internlm2_5-20b-chat,demographic_0020_choices.csv,33.33,41.67,25,8.33,33.33,58.33
internlm_internlm2_5-20b-chat,demographic_0021_choices.csv,20,66.67,13.33,13.33,46.67,40
internlm_internlm2_5-20b-chat,demographic_0022_choices.csv,14.29,21.43,64.29,0,57.14,42.86
internlm_internlm2_5-20b-chat,demographic_0023_choices.csv,14.29,57.14,28.57,7.14,35.71,57.14
internlm_internlm2_5-20b-chat,demographic_0024_choices.csv,16.67,58.33,25,8.33,50,41.67
internlm_internlm2_5-20b-chat,demographic_0025_choices.csv,0,28.57,71.43,21.43,21.43,57.14
internlm_internlm2_5-20b-chat,demographic_0026_choices.csv,20,40,40,6.67,40,53.33
internlm_internlm2_5-20b-chat,demographic_0027_choices.csv,14.29,21.43,64.29,14.29,42.86,42.86
internlm_internlm2_5-20b-chat,demographic_0028_choices.csv,33.33,26.67,40,13.33,26.67,60
internlm_internlm2_5-20b-chat,demographic_0029_choices.csv,21.43,28.57,50,7.14,50,42.86
internlm_internlm2_5-20b-chat,demographic_0030_choices.csv,28.57,35.71,35.71,28.57,57.14,14.29
internlm_internlm2_5-20b-chat,demographic_0031_choices.csv,21.43,50,28.57,28.57,21.43,50
internlm_internlm2_5-20b-chat,demographic_0032_choices.csv,15.38,46.15,38.46,7.69,30.77,61.54
internlm_internlm2_5-20b-chat,demographic_0033_choices.csv,33.33,25,41.67,16.67,33.33,50
internlm_internlm2_5-20b-chat,demographic_0034_choices.csv,26.67,33.33,40,20,40,40
internlm_internlm2_5-20b-chat,demographic_0035_choices.csv,21.43,21.43,57.14,7.14,0,92.86
internlm_internlm2_5-20b-chat,demographic_0036_choices.csv,21.43,35.71,42.86,14.29,71.43,14.29
internlm_internlm2_5-20b-chat,demographic_0037_choices.csv,46.15,46.15,7.69,0,15.38,84.62
internlm_internlm2_5-20b-chat,demographic_0038_choices.csv,21.43,0,78.57,14.29,42.86,42.86
internlm_internlm2_5-20b-chat,demographic_0039_choices.csv,33.33,25,41.67,0,33.33,66.67
internlm_internlm2_5-20b-chat,demographic_0040_choices.csv,14.29,21.43,64.29,0,50,50
internlm_internlm2_5-20b-chat,demographic_0041_choices.csv,26.67,26.67,46.67,6.67,26.67,66.67
internlm_internlm2_5-20b-chat,demographic_0042_choices.csv,14.29,28.57,57.14,7.14,35.71,57.14
internlm_internlm2_5-20b-chat,demographic_0043_choices.csv,23.08,38.46,38.46,7.69,23.08,69.23
internlm_internlm2_5-20b-chat,demographic_0044_choices.csv,26.67,26.67,46.67,13.33,20,66.67
internlm_internlm2_5-20b-chat,demographic_0045_choices.csv,40,33.33,26.67,13.33,46.67,40
internlm_internlm2_5-20b-chat,demographic_0046_choices.csv,26.67,26.67,46.67,6.67,33.33,60
internlm_internlm2_5-20b-chat,demographic_0047_choices.csv,7.14,14.29,78.57,21.43,28.57,50
internlm_internlm2_5-20b-chat,demographic_0048_choices.csv,40,40,20,0,53.33,46.67
internlm_internlm2_5-20b-chat,demographic_0049_choices.csv,14.29,28.57,57.14,7.14,42.86,50
internlm_internlm2_5-20b-chat,demographic_0050_choices.csv,35.71,28.57,35.71,7.14,42.86,50
internlm_internlm2_5-20b-chat,demographic_0051_choices.csv,33.33,53.33,13.33,20,46.67,33.33
internlm_internlm2_5-20b-chat,demographic_0052_choices.csv,21.43,21.43,57.14,0,28.57,71.43
internlm_internlm2_5-20b-chat,demographic_0053_choices.csv,0,57.14,42.86,7.14,28.57,64.29
internlm_internlm2_5-20b-chat,demographic_0054_choices.csv,28.57,50,21.43,7.14,42.86,50
internlm_internlm2_5-20b-chat,demographic_0055_choices.csv,13.33,33.33,53.33,13.33,46.67,40
internlm_internlm2_5-20b-chat,demographic_0056_choices.csv,35.71,21.43,42.86,0,42.86,57.14
internlm_internlm2_5-20b-chat,demographic_0057_choices.csv,14.29,35.71,50,14.29,50,35.71
internlm_internlm2_5-20b-chat,demographic_0058_choices.csv,21.43,7.14,71.43,0,64.29,35.71
internlm_internlm2_5-20b-chat,demographic_0059_choices.csv,28.57,21.43,50,7.14,35.71,57.14
internlm_internlm2_5-20b-chat,demographic_0060_choices.csv,42.86,35.71,21.43,14.29,50,35.71
internlm_internlm2_5-20b-chat,demographic_0061_choices.csv,23.08,30.77,46.15,15.38,30.77,53.85
internlm_internlm2_5-20b-chat,demographic_0062_choices.csv,13.33,46.67,40,13.33,53.33,33.33
internlm_internlm2_5-20b-chat,demographic_0063_choices.csv,42.86,35.71,21.43,7.14,28.57,64.29
internlm_internlm2_5-20b-chat,demographic_0064_choices.csv,15.38,38.46,46.15,7.69,7.69,84.62
internlm_internlm2_5-20b-chat,demographic_0065_choices.csv,0,33.33,66.67,0,40,60
internlm_internlm2_5-20b-chat,demographic_0066_choices.csv,30.77,38.46,30.77,7.69,38.46,53.85
internlm_internlm2_5-20b-chat,demographic_0067_choices.csv,14.29,42.86,42.86,7.14,35.71,57.14
internlm_internlm2_5-20b-chat,demographic_0068_choices.csv,26.67,40,33.33,13.33,60,26.67
internlm_internlm2_5-20b-chat,demographic_0069_choices.csv,0,42.86,57.14,14.29,50,35.71
internlm_internlm2_5-20b-chat,demographic_0070_choices.csv,15.38,38.46,46.15,0,46.15,53.85
internlm_internlm2_5-20b-chat,demographic_0071_choices.csv,7.14,42.86,50,14.29,35.71,50
internlm_internlm2_5-20b-chat,demographic_0072_choices.csv,15.38,76.92,7.69,7.69,61.54,30.77
internlm_internlm2_5-20b-chat,demographic_0073_choices.csv,13.33,33.33,53.33,6.67,46.67,46.67
